text,entity,score,date,annotator_comment,general_location,specific_location,year,season,month,day,Coordinates
"...there was a good bit of snow on this, Britain's largest expanse of land over 4000ft. in altitude.",snow,6.0,-/06/1987,,Cairngorms Western Massif,Braeriach,1987.0,,6.0,,"(57.066582, -3.732339)"
there were only one or two small patches of snow to be seen.,"patches, snow",2.0,09/01/1988,,Lochnagar,Lochnagar,1988.0,,1.0,9.0,"(56.954291, -3.244078)"
"there was quite a bit of snow on the higher hills, which was softened by the sunny weather making hard going.","snow, softened",4.0,09/01/1988,,Lochnagar,Lochnagar,1988.0,,1.0,9.0,"(56.954291, -3.244078)"
the hills covered by at least a foot of soft snow.,"soft, snow",6.0,31/01/1988,,Beinn a' Bhuird & Ben Avon,Brown Cow Hill,1988.0,,1.0,31.0,"(57.081248, -3.505238)"
some of those who went climbing on snow-covered Stob Coire nan Lochan enjoyed the added thrill of a 'Cresta Run' slide down the lower slopes at the end of the day - an excellent form of quick descent.,snow-covered,8.0,-/02/1988,,Central Highlands,Stob Coire nan Lochan,1988.0,,2.0,,"(56.949668, -4.608764)"
"there was still a lot of snow on the mountains, but it was melting fast.","snow, melting",3.0,17/04/1988,,Beinn a' Bhuird & Ben Avon,Beinn a'Bhuird,1988.0,,4.0,17.0,"(57.081248, -3.505238)"
Huge  cornices  on  my  left  testified  to  the  might  of  the  mid-winter  storms...,cornice,6.0,-/04/1988,"No specific year is mentioned in this report, so the Journal publication year is used.",Cairngorms Western Massif,Braeriach,1988.0,,4.0,,"(57.066582, -3.732339)"
"...the high tops of the Cairngorms would have a good covering of snow, acquired during the long winter of arctic blizzards which had swept across the elevated plateaux ...","covering, snow, winter",8.0,-/04/1988,"No specific year is mentioned in this report, so the Journal publication year is used.",Cairngorms Other,Cairngorms,1988.0,,4.0,,"(57.09969, -3.6656)"
"Floundering  on  foot  through  the  deep  wet  snow,  cursing  and  swearing,  I  fully  realised  the  benefit  of  skis  in  the  present  snow  conditions...","deep, wet, snow",3.0,-/04/1988,"No specific year is mentioned in this report, so the Journal publication year is used.",Cairngorms Western Massif,Braeriach,1988.0,,4.0,,"(57.066582, -3.732339)"
"...the day looked promising; the sky was blue and the snow plentiful and in excellent condition, thawing slightly but not too soft yet.","plentiful, snow, excellent",9.0,-/04/1988,"No specific year is mentioned in this report, so the Journal publication year is used.",Ben Macdui,Ben Macdui,1988.0,,4.0,,"(57.070696, -3.667715)"
...I stopped  to  look  at  part  of  an  aeroplane  engine  protruding  from  the  snow.,snow,5.0,-/04/1988,"No specific year is mentioned in this report, so the Journal publication year is used.",Cairngorms Western Massif,Braeriach,1988.0,,4.0,,"(57.066582, -3.732339)"
...the final run  down  the  line  of  the  burn  was  a  relaxing  finish —  a  ribbon  of  snow  leading  all  the  way  to  the  bothy  itself.,snow,8.0,-/04/1988,"No specific year is mentioned in this report, so the Journal publication year is used.",Cairngorms Western Massif,Lairig Ghru,1988.0,,4.0,,"(57.066582, -3.732339)"
"The winter of 1989 was remarkable for its lack of snow. On Lochnagar, in January, the only snow to be seen was a very small patch at the top of the Black Spout.","snow, patch",2.0,-/01/1989,,Lochnagar,Lochnagar,1989.0,,1.0,,"(56.954291, -3.244078)"
There was some snow on the outings to Auchallater and Cairngorm and there was some limited skiing taking place on Cairngorm.,"snow, skiing",5.0,11/03/1989,,Cairngorms Other,Cairn Gorm,1989.0,,3.0,11.0,"(57.09969, -3.6656)"
the shortage of snow which the Cairngorms had experienced all winter had not been repeated on the west coast. The hills were covered with snow right down to about 600 feet above sea-level.,snow,8.0,-/03/1989,,Cairngorms Other,Cairngorms,1989.0,,3.0,,"(57.09969, -3.6656)"
The shortage of snow which the Cairngorms had experienced all winter had not been repeated on the west coast. The hills were covered with snow right down to about 600 feet above sea-level.,"snow, covered",8.0,-/03/1989,,Cairngorms Other,Cairngorms,1989.0,,3.0,,"(57.09969, -3.6656)"
the weather on the Fungle/Fir Mounth excursion showed some early promise but before long it had started to rain. This got heavier as the day wore on turning to snow at the summit of the Fir Mounth.,snow,5.0,12/11/1989,,Eastern Highlands,Hill of Cat,1989.0,,11.0,12.0,"(57.194888, -3.281276)"
it turned out to be a rather wet weekend at sea level with plenty of snow higher up.,snow,7.0,-/04/1990,,North West Highlands,Spean Bridge,1990.0,,4.0,,"(57.190786, -5.158042)"
One party experienced some difficulty descending the path in Coire Dhondail because of old snow lying on the steepest part.,old snow,6.0,12/05/1990,,Cairngorms Western Massif,"Coire Dhondail, Braeriach",1990.0,,5.0,12.0,"(57.066582, -3.732339)"
Deep soft snow was experienced almost immediately above Alltnaguibhsaich and although it was a clear sunny day a persistent wind made parts of the ascent unpleasant because of spindrift.,"deep, soft, spindrift",8.0,12/01/1991,,Lochnagar,Lochnagar,1991.0,,1.0,12.0,"(56.954291, -3.244078)"
the conditions were also very good here with a hard crust of icy snow and no exposed rock.,"icy, snow",8.0,13/01/1991,,Lochnagar,Lochnagar,1991.0,,1.0,13.0,"(56.954291, -3.244078)"
After the first heavy snowfall for two years in February 1991 it was found that a snowbank had built up at the south eastern corner allowing hares to gain access.,"snow, snowbank",8.0,-/02/1991,,Other Highlands,Glen Ey,1991.0,,2.0,,
"the reward, skins off and a glorious sweeping run on easy, firm, untouched snow in the direction of Tolmount.","firm,untouched,snow",9.0,29/03/1991,,Lochnagar,Tolmount,1991.0,,3.0,29.0,"(56.954291, -3.244078)"
the snow was icy so harscheisen were also required for a time.,"icy,snow",5.0,29/03/1991,,Lochnagar,Monega Pass,1991.0,,3.0,29.0,"(56.954291, -3.244078)"
"we were soon at the snow line and put on skis and skins (nowadays skins are glue backed, peel-off strips of synthetic material and very reliable).",snow,7.0,29/03/1991,,Lochnagar,Monega Pass,1991.0,,3.0,29.0,"(56.954291, -3.244078)"
"the snow now softer, the strip we were following getting narrower, the snow bridges more frequent and frailer until at last there was nothing but heather.","softer,snow",4.0,29/03/1991,,Eastern Highlands,Cairn Taggart,1991.0,,3.0,29.0,"(57.194888, -3.281276)"
It snowed heavily all day and although it was not lying at Alltdourie there was quite deep snow higher up.,"heavy, deep",9.0,21/04/1991,,Beinn a' Bhuird & Ben Avon,Ben Avon,1991.0,,4.0,21.0,"(57.081248, -3.505238)"
it was a brilliantly sunny day with a fair bit of snow lying on the higher reaches.,"snow, higher",7.0,17/11/1991,,Eastern Highlands,Ladder Hills,1991.0,,11.0,17.0,"(57.194888, -3.281276)"
there was very little snow cover except on the higher parts of the plateau.,snow,2.0,19/01/1992,,Lochnagar,Lochnagar,1992.0,,1.0,19.0,"(56.954291, -3.244078)"
there was an almost complete absence of snow.,snow,1.0,09/02/1992,,Eastern Highlands,Morven,1992.0,,2.0,9.0,"(57.194888, -3.281276)"
"Snow cover was confined to wet snow on the higher reaches, but the ground elsewhere was sodden, and wet feet seemed very much the order of the day.","snow, wet",4.0,-/04/1992,,North West Highlands,Loch Mullardoch,1992.0,,4.0,,"(57.190786, -5.158042)"
there was more snow on Lochnagar than there had been on the last three winter excursions to this mountain.,snow,7.0,24/10/1992,,Lochnagar,Lochnagar,1992.0,,10.0,24.0,"(56.954291, -3.244078)"
"due to snow conditions, not all the party managed to complete their planned route.",snow,3.0,24/10/1992,,Lochnagar,Lochnagar,1992.0,,10.0,24.0,"(56.954291, -3.244078)"
"The summit plateau, reached up Sron a Choire was a splendid snow field.","snow, field",9.0,-/03/1993,,Central Highlands,Creag Meagaidh,1993.0,,3.0,,"(56.949668, -4.608764)"
Roughly one-third of the way up the climb it started to snow.,snow,7.0,18/04/1993,,Cairngorms Other,Coire an t'Sneachda,1993.0,,4.0,18.0,"(57.09969, -3.6656)"
the Goat Track that led up the back of the corrie was completely snowbound which meant no backing out now.,snowbound,8.0,18/04/1993,,Cairngorms Other,Coire an t'Sneachda,1993.0,,4.0,18.0,"(57.09969, -3.6656)"
The snow was sparse at the bottom of the climb and so we brought forth our ice axes but left our crampons - which would be more of a hindrance than a help — in our rucksacks.,"sparse, ice",4.0,18/04/1993,,Cairngorms Other,Coire an t'Sneachda,1993.0,,4.0,18.0,"(57.09969, -3.6656)"
"...brought me into deep, soft snow, where progress was inward instead of upward.","deep, soft, snow",4.0,-/11/1993,No specific year is mentioned in this report so the year before the Journal publication year is used.,Lochnagar,Lochnagar,1993.0,,11.0,,"(56.954291, -3.244078)"
"the whole way.  At the car park, Nigel realised he had placed his house keys on the roof of the car before leaving Aberdeen, and had left them there.  Fortunately, it was so cold that they had frozen to the snow on the roof and were still there in Glen Clova!","frozen, snow",8.0,-/11/1993,,Eastern Highlands,Glen Clova,1993.0,,11.0,,"(57.194888, -3.281276)"
"Fortunately, it was so cold that they had frozen to the snow on the roof and were still there in Glen Clova!","frozen, snow",7.0,-/11/1993,,Eastern Highlands,Glen Clova,1993.0,,11.0,,"(57.194888, -3.281276)"
"He eventually selected a slabby, icy groove, and scrabbled his way up to a large snowy bay thirty feet up.","icy, snowy",7.0,-/11/1993,,Eastern Highlands,Glen Clova,1993.0,,11.0,,"(57.194888, -3.281276)"
Six-foot deep fresh powder snow and no one ahead of us to break trail.,"powder,snow",9.0,-/11/1993,No specific year is mentioned in this report so the year before the Journal publication year is used.,Lochnagar,Lochnagar,1993.0,,11.0,,"(56.954291, -3.244078)"
"It was November, and the first snows of the winter had just settled on the hills.",snow,8.0,-/11/1993,No specific year is mentioned in this report so the year before the Journal publication year is used.,Lochnagar,Lochnagar,1993.0,,11.0,,"(56.954291, -3.244078)"
"This was full of unconsolidated snow, unfrozen turf and not much else.",snow,5.0,-/11/1993,No specific year is mentioned in this report so the year before the Journal publication year is used.,Lochnagar,Lochnagar,1993.0,,11.0,,"(56.954291, -3.244078)"
...followed by a snow shuffle back left along a ledge above it.,snow,5.0,-/11/1993,No specific year is mentioned in this report so the year before the Journal publication year is used.,Lochnagar,Lochnagar,1993.0,,11.0,,"(56.954291, -3.244078)"
"For once, there was plenty of snow, and routes that hadn't been in a climbable condition for half a decade saw regular ascents.",snow,8.0,-/11/1993,,Eastern Highlands,Glen Clova,1993.0,,11.0,,"(57.194888, -3.281276)"
"Our first objective would be Look C Gully in Coire Fee, Glen Clova... the time gained by an early start was negated by atrocious driving conditions with snowy roads the whole way.",snowy,6.0,-/11/1993,,Eastern Highlands,Glen Clova,1993.0,,11.0,,"(57.194888, -3.281276)"
...came across a steep staircase of ledges covered with soft snow.,"soft, snow",6.0,-/11/1993,No specific year is mentioned in this report so the year before the Journal publication year is used.,Lochnagar,Lochnagar,1993.0,,11.0,,"(56.954291, -3.244078)"
"...only a flat, blank slab with soft snow on top.","soft, snow",5.0,-/11/1993,No specific year is mentioned in this report so the year before the Journal publication year is used.,Lochnagar,Lochnagar,1993.0,,11.0,,"(56.954291, -3.244078)"
"...full of unconsolidated snow, unfrozen turf and not much else.","unconsolidated, snow",3.0,-/11/1993,No specific year is mentioned in this report so the year before the Journal publication year is used.,Lochnagar,Lochnagar,1993.0,,11.0,,"(56.954291, -3.244078)"
"the snow was unconsolidated and not very deep, and just above us was a twenty foot step that usually banks out later in the season.","unconsolidated, snow",3.0,-/11/1993,,Other Highlands,,1993.0,,11.0,,
Sunday was spent learning ice axe skills on a patch of snow on the hillside above the cottage.,snow,6.0,-/12/1993,,Eastern Highlands,Inverey,1993.0,,12.0,,"(57.194888, -3.281276)"
the wind was causing regular spindrift avalanches to whistle down it.,avalanche,4.0,-/02/1994,,Cairngorms Other,Coire an t-Sneachda,1994.0,,2.0,,"(57.09969, -3.6656)"
...the Glen Muick road covered with fresh snow.,"fresh, snow",8.0,-/02/1994,,Lochnagar,Glen Muick,1994.0,,2.0,,"(56.954291, -3.244078)"
"However, when we got out of the car, we were nearly blown away.  There was some wind!  Arriving at the base of Aladdin's Mirror Direct, a thirty foot vertical frozen waterfall, I was very intimidated by its appearance.",frozen,6.0,-/02/1994,,Cairngorms Other,Coire an t-Sneachda,1994.0,,2.0,,"(57.09969, -3.6656)"
"The ice was really chewed up from other climbers ascents, but the axe placements felt solid enough, and I had nice sharp new crampons for front pointing.",ice,6.0,-/02/1994,,Cairngorms Other,Coire an t-Sneachda,1994.0,,2.0,,"(57.09969, -3.6656)"
...with a short stop in a Glenmore Lodge course snow hole for a bite to eat.,snow,7.0,-/02/1994,,Cairngorms Other,Coire an t-Sneachda,1994.0,,2.0,,"(57.09969, -3.6656)"
"The angle eased off to a snow gully, and I found a belay to bring Mark up.",snow,7.0,-/02/1994,,Cairngorms Other,Coire an t-Sneachda,1994.0,,2.0,,"(57.09969, -3.6656)"
several parties climbed A' Ghlas-bheinn where they encountered new snow on top.,new snow,8.0,-/04/1994,,North West Highlands,A'Ghlas-bheinn,1994.0,,4.0,,"(57.190786, -5.158042)"
"We were on snow some of the time, the views were superb and the company was of the best.",snow,8.0,-/04/1994,No specific year is mentioned in this report so the Journal publication year is used.,Eastern Highlands,Foinaven,1994.0,,4.0,,"(57.194888, -3.281276)"
"The desolation of Rannoch Moor was compounded by a snow storm, and by the time I reached the summit at 1,149 feet, felt as if I had climbed a Munro on the bike.",snow,6.0,-/04/1994,,Central Highlands,Rannoch Moor,1994.0,,4.0,,"(56.949668, -4.608764)"
those attending had to contend with snow on the road on the way over from Invergarry to Cluanie.,snow,6.0,-/04/1994,,North West Highlands,Cluanie,1994.0,,4.0,,"(57.190786, -5.158042)"
...then over the pass in more snow by Loch Cluanie to Glen Sheil and the reward of ten miles downhill to Ratagan Youth Hostel.,snow,5.0,-/04/1994,,North West Highlands,Loch Cluanie,1994.0,,4.0,,"(57.190786, -5.158042)"
"It was wet on Ben Dorain with snow on the higher parts, but everybody managed to climb it.",snow,7.0,30/10/1994,,Central Highlands,Ben Dorain,1994.0,,10.0,30.0,"(56.949668, -4.608764)"
there was a heavy covering of soft snow which hampered progress.,soft snow,4.0,25/02/1995,,Eastern Highlands,Glen Clova,1995.0,,2.0,25.0,"(57.194888, -3.281276)"
"...rather poor at a higher level, and this combined with soft snow conditions, prevented the main summit of Beinn a' Bhuird being reached.","soft, snow",4.0,23/04/1995,,Beinn a' Bhuird & Ben Avon,Beinn a'Bhuird,1995.0,,4.0,23.0,"(57.081248, -3.505238)"
"the maximum achievement was an ascent of the Meikle Tap. A large number opted for a walk to Ballater, one party doing a traverse of the Coyles of Muick. At Glen Clunie it was very foggy even at the car park, but despite this a wide variety of hills on both sides of the road were climbed. In contrast the excursion to Glen Clova had a brilliant sunny day but there was a heavy covering of soft snow which hampered progress.",soft snow,4.0,11/11/1995,,Eastern Highlands,Glen Clova,1995.0,,11.0,11.0,"(57.194888, -3.281276)"
"There was less snow than previously, and the top slabby groove felt a bit hard and serious, 100 feet up without a rope.","less, snow",3.0,-/12/1995,,Eastern Highlands,Clachnaben,1995.0,,12.0,,"(57.194888, -3.281276)"
"the most difficult obstacle being an icy, acutely-angled slab covered thinly with snow (Grade II).","icy, snow",5.0,03/01/1996,,Other Highlands,Cuillin,1996.0,,1.0,3.0,
the clarity of the blue sky sharpened the snow-covered peaks of the Cuillins,snow-covered,8.0,03/01/1996,,Other Highlands,Cuillin,1996.0,,1.0,3.0,
"Once in the Coire, however, the snow was remarkably soft and strenuous.",soft snow,6.0,03/01/1996,,Other Highlands,Coire a' Ghrunnda,1996.0,,1.0,3.0,
...had to contend with rather deep soft snow which made the going very difficult.,"deep, soft, snow",3.0,04/02/1996,,Eastern Highlands,Morven,1996.0,,2.0,4.0,"(57.194888, -3.281276)"
"...the following excursion to Inverey was also a good day with much less snow, at least on the lower slopes.","less, snow",5.0,25/02/1996,,Eastern Highlands,Inverey,1996.0,,2.0,25.0,"(57.194888, -3.281276)"
"The Cromdale Hills had a light covering of snow but the whole party completed the traverse from Bridge of Brown to Advie on a rather windy, cold but clear day.","snow, covering",6.0,20/10/1996,,Central Highlands,Cromdale Hills,1996.0,,10.0,20.0,"(56.949668, -4.608764)"
At Lochnagar in January 1997 the weather was very poor and few people managed to reach the top because of the near white-out conditions.,white-out,2.0,12/01/1997,,Lochnagar,Lochnagar,1997.0,,1.0,12.0,"(56.954291, -3.244078)"
"The first winter excursion so far into Perthshire for very many years, but there was very little snow.",snow,1.0,15/03/1998,,Central Highlands,Schiehallion,1998.0,,3.0,15.0,"(56.949668, -4.608764)"
"a number of people were slightly late in getting back, having been held up by the amount of soft deep snow on the plateau.","soft, deep, snow",5.0,25/04/1998,,Beinn a' Bhuird & Ben Avon,Beinn a'Bhuird,1998.0,,4.0,25.0,"(57.081248, -3.505238)"
"of people were slightly late in getting back, having been held up by the amount of soft deep snow on the plateau.","soft, deep, snow",8.0,25/04/1998,,Beinn a' Bhuird & Ben Avon,Beinn a'Bhuird,1998.0,,4.0,25.0,"(57.081248, -3.505238)"
One party climbed Ben Nevis and traversed the Carn Mor Dearg arète in snow conditions.,snow,7.0,-/04/1998,,Ben Nevis,Ben Nevis,1998.0,,4.0,,"(56.796735, -5.002927)"
"the excursion from Dorback Lodge to Tomintoul was a rather mixed day, very wintry higher up, with a covering of snow.","covering, snow",7.0,15/11/1998,,Eastern Highlands,Dorback Lodge to Tomintoul,1998.0,,11.0,15.0,"(57.194888, -3.281276)"
Snow was also present on the last excursion of this report.,snow,6.0,06/12/1998,,Eastern Highlands,Glen Tanar,1998.0,,12.0,6.0,"(57.194888, -3.281276)"
"On this occasion there was a lot of snow, but nevertheless many members got to the top, most by the Ladder route, but some members went up the Black Spout.",snow,8.0,01/01/1999,,Lochnagar,Lochnagar,1999.0,,1.0,1.0,"(56.954291, -3.244078)"
Lochnagar and its corrie with the Stuic and Loch nan Eun beyond,none,5.0,Summer 1999,No specific year is mentioned in this report so the Journal publication year is used.,Lochnagar,Lochnagar,1999.0,Summer,,,"(56.954291, -3.244078)"
"By the time we were leaving the Stag Ballroom, the weather had turned to light but persistent snow.",snow,7.0,01/04/2000,,Eastern Highlands,Glen Quoich,2000.0,,4.0,1.0,"(57.194888, -3.281276)"
By the Sunday morning the snow was quite considerable.,snow,8.0,01/04/2000,,Eastern Highlands,Glen Quoich,2000.0,,4.0,1.0,"(57.194888, -3.281276)"
most turned back at or before the Sneck due to heavy snow conditions and lack of time.,heavy snow,3.0,01/05/2000,,Beinn a' Bhuird & Ben Avon,Ben Avon,2000.0,,5.0,1.0,"(57.081248, -3.505238)"
"the loch was completely covered with ice, rendering the scene more death-like.",ice,4.0,2000,,Lochnagar,Lochnagar,2000.0,,,,"(56.954291, -3.244078)"
"Diane also told of becoming immobilised by compacting snow as she stopped and the avalanche slowed and stopped around her, but how she was aware enough to dig herself out quickly before the snow set hard.","compacting, snow, avalanche",6.0,Winter 2001,,Eastern Highlands,Corrie Fee,2001.0,Winter,,,"(57.194888, -3.281276)"
The initial 10 metres were wading though increasingly deep soft snow.,"deep, soft snow",6.0,Winter 2001,,Eastern Highlands,Corrie Fee,2001.0,Winter,,,"(57.194888, -3.281276)"
"In the bed of the gully, there was about 20cm of rather wet new snow on top of an old hard layer.",new snow,5.0,Winter 2001,,Eastern Highlands,Corrie Fee,2001.0,Winter,,,"(57.194888, -3.281276)"
"Conditions in the gully were far from perfect, and yet weren't that bad either. The snow had eased off, the weather was improving and once we rounded a corner, we could see all the way to the top of the climb.",snow,6.0,Winter 2001,,Eastern Highlands,Corrie Fee,2001.0,Winter,,,"(57.194888, -3.281276)"
"the soft snow was a little deeper now, and there was an almost constant stream of powder and spindrift down the ice pitch from the upper bowl above.","soft snow, powder",7.0,Winter 2001,,Eastern Highlands,Corrie Fee,2001.0,Winter,,,"(57.194888, -3.281276)"
"We all had to be thankful for the soft snow lying in the gully bed, since it had cushioned us from serious injury, particularly Diane and me, as we had plunged over the ice pitch into the deep deposits that I had been cursing as I waded towards the base of the steep ice on the way up.","soft, snow, ice",9.0,Winter 2001,,Eastern Highlands,Corrie Fee,2001.0,Winter,,,"(57.194888, -3.281276)"
"...and on to the snow-patched slopes of Morven, with glimpses of the bigger hills beyond...",snow-patched,6.0,06/03/2003,,Eastern Highlands,Morven,2003.0,,3.0,6.0,"(57.194888, -3.281276)"
"the views were opening out again to the far snowy hills, and across the beautifully green bowl to the north.",snowy,8.0,15/05/2003,,Cairngorms Other,Cairngorms,2003.0,,5.0,15.0,"(57.09969, -3.6656)"
...with two staring eyes of snow patches.,"snow, patch",6.0,04/06/2003,,Beinn a' Bhuird & Ben Avon,Beinn a' Bhuird,2003.0,,6.0,4.0,"(57.081248, -3.505238)"
"the pools have no obvious inlet or outlet, the water flowing underground (which is why it's impossible to say if the March Burn flows to the Dee or the Spey.) And they must be almost frozen solid most winters.",frozen,8.0,Winter 2003,,Cairngorms Western Massif,Pools of Dee,2003.0,Winter,,,"(57.066582, -3.732339)"
the horseshoe-shaped hollow often holding snow till early,snow,7.0,Summer 2003,,Other Highlands,The Horseshoe o the Lair,2003.0,Summer,,,
"recent poor snow conditions and the discovery of the delights of cross-country skiing have deflected me somewhat, I have certainly had some exciting winter days on the hill.","snow, winter",4.0,Winter 2003,,Other Highlands,Scotland,2003.0,Winter,,,
this was the tail end of the week of snow that brought Aberdeen to a standstill,snow,8.0,11/03/2006,,Eastern Highlands,Aberdeen,2006.0,,3.0,11.0,"(57.194888, -3.281276)"
the snow was waist-deep over loose scree and the weather had closed in again,snow,3.0,11/03/2006,,Other Highlands,Sgurr nan Gillean,2006.0,,3.0,11.0,
It was amazing to see the Cuillin in full winter garb,winter,7.0,11/03/2006,,Other Highlands,Sgurr nan Gillean,2006.0,,3.0,11.0,
"John, meanwhile, found his grade III line was in hard grade IV conditions, with unconsolidated snow and psychological belays.","unconsolidated, snow",4.0,18/03/2006,,Lochnagar,Lochnagar,2006.0,,3.0,18.0,"(56.954291, -3.244078)"
the final winter outing of the year saw us back on Lochnagar,winter,6.0,18/03/2006,,Lochnagar,Lochnagar,2006.0,,3.0,18.0,"(56.954291, -3.244078)"
"a special event (not recorded in the table below) was the Winter Skills Training Weekend held in Coire Laogh Mor on the 3 in February 2011, and voted a great success by participants, who snow-holed overnight Cairngorm.","winter, snow-holed",8.0,03/02/2011,,Cairngorms Other,Coire Laogh Mor,2011.0,,2.0,3.0,"(57.09969, -3.6656)"
the passage used to fill up with snow.,snow,4.0,2011,,Cairngorms Other,Derry Lodge,2011.0,,,,"(57.09969, -3.6656)"
There was snow too at the top of Castlegates Gully.,snow,6.0,22/06/2012,,Other Highlands,Castlegates Gully,2012.0,,6.0,22.0,
"In the morning, the entrances were found to be blocked with new snow cascading down from above, but these were quickly cleared, and we then had a fine excursion down to the Saddle at the head of Strathnethy and up to Beinn Bynack before traversing Glen Nethy back to the cars.",snow,8.0,-/02/2016,,Other Highlands,,2016.0,,2.0,,
"However, doubts subsided at the sight of a substantial bank of snow at grid reference 978 910.",snow,8.0,-/02/2017,,Other Highlands,,2017.0,,2.0,,
the February 2017 Mid-Week Walk was planned to start and finish in Kincardine o’Neil and she invited the group of walkers to come to the school after the walk for refreshments. It was a snowy day and we were glad to get wet boots off and into the warmth of the school hall.,snowy,8.0,-/02/2017,,Other Highlands,Kincardine o’Neil,2017.0,,2.0,,
"The 2018 Snowholing Meet turned out a bit differently than planned: a latish start, the closure of the Cairngorm ski road, boot/crampon problems, lack of snow depth and high winds all led eventually to a retreat from Ciste Mhearaid to the Glenmore campsite.","snow, depth",3.0,-/03/2018,,Cairngorms Other,Cairngorm,2018.0,,3.0,,"(57.09969, -3.6656)"
I dropped off the summit by connecting up the remaining snow patches.,snow,6.0,-/05/2018,,Other Highlands,,2018.0,,5.0,,
"abundance of snow remains on it right up to the month of June, making its appearance quite Alpine.","abundance, snow, Alpine",8.0,June 1914,,Central Highlands,Ben Alder,,,,,"(56.949668, -4.608764)"
"with blizzard conditions aloft and signs of avalanche everywhere, performance was limited to such tops as Aonach Mòr",avalanche,2.0,April 1950,,Ben Nevis,Aonach Mòr,,,,,"(56.796735, -5.002927)"
"The carcases of two deer were discovered in the mass of wreckage. Large herds of deer were to be observed daily on the summit of the hill during the storm, and as a favourite pass with the animals is contiguous to the edge of the precipices, it is probable that their movements gave the impulse to the avalanche.",avalanche,5.0,Januray 1900,,Central Highlands,Creag Meagaidh,,,,,"(56.949668, -4.608764)"
"towards the end of January, a great snowslip or avalanche occurred on Creag Mhigeachaidh, in the Western Cairngorms.","avalanche, snow",7.0,Januray 1900,,Central Highlands,Creag Meagaidh,,,,,"(56.949668, -4.608764)"
"...the onset of a blizzard, deep snow and a gale.","blizzard, deep snow",2.0,November 1962,,Cairngorms Other,Glen Derry,,,,,"(57.09969, -3.6656)"
"the day when Crawford, indulging in his trick of sudden disappearances, turned to his companions on the Stuic with the remark: ""I am going this way,"" and promptly stepped clean through the cornice;",cornice,4.0,July 1950,,Cairngorms Other,Carn Ban Mor,,,,,"(57.09969, -3.6656)"
"One member of the party on Mam Sodhail fell around 50ft through a cornice on descent, luckily landing in some deep soft snow.","cornice, deep, soft, snow",8.0,March 2004,,North West Highlands,Mam Sodhail,,,,,"(57.190786, -5.158042)"
"At Easter, 1930, the cornices in the neighbourhood of Loch Tulla were as big as small bungalows, but with a much higher average snow line.","cornice, snow",7.0,April 1930,,Central Highlands,Loch Tulla,,,,,"(56.949668, -4.608764)"
"most members set off to go to Culardoch but were very much hampered by deep soft snow almost all the way and very few managed to get there, in fact those that did were all late for their tea at the Inver Hotel.","deep, snow",4.0,December 1999,,Beinn a' Bhuird & Ben Avon,Culardoch,,,,,"(57.081248, -3.505238)"
the party who had been climbing failed to reach the summit due to deep soft snow on their chosen route and were forced to turn back.,"deep, snow",3.0,December 2001,,Central Highlands,Creag Meagaidh,,,,,"(56.949668, -4.608764)"
"It was in January, after a big storm, when the snow lay deep in the forest, and the branches of the pines drooped with the weight of their burden.","deep, snow",9.0,January 1899,,Cairngorms Other,Loch an Eilein,,,,,"(57.09969, -3.6656)"
"the meet at Mill Cottage, Glen Feshie in November was one of the best, with a real winter setting more like the grand snows of 1963. With deep snow and gales this was a time to see wild life, and wonder at the strength of nature.","deep, snow, winter",9.0,Nov-05,,Eastern Highlands,Glen Feshie,,,,,"(57.194888, -3.281276)"
"Snow conditions underfoot were a bit mixed, ranging from deep soft powder through to hard ice.","deep, soft, hard, ice",7.0,February 2003,,Central Highlands,Creag Meagaidh,,,,,"(56.949668, -4.608764)"
Deep soft snow and blizzard conditions once on the Five Sisters Ridge hampered progress to such an extent that he was forced to retreat.,"deep, soft, snow, blizzard",2.0,March 2002,,North West Highlands,Five Sisters Ridge,,,,,"(57.190786, -5.158042)"
"Deep soft snow again however was the issue of the day - one party, ascending from Loch Etchachan, failed to reach the summit of Derry Cairngorm due to white-out conditions and deep soft snow underfoot, and a party climbing on Lochnagar was likewise hampered.","deep, soft, snow, white-out",3.0,March 2002,,North West Highlands,Five Sisters Ridge,,,,,"(57.190786, -5.158042)"
"Deep, wet and at times unstable snow underfoot meant many were concerned enough to turn back.","deep, wet, unstable, snow",3.0,March 2004,,North West Highlands,Sgurr a choire glas,,,,,"(57.190786, -5.158042)"
it was clear that a firm snow slope would easily take us to the summit,"firm, snow",8.0,July 1950,,Central Highlands,Stob Bàn,,,,,"(56.949668, -4.608764)"
up a broad fan of firm snow to where the cliffs,"firm, snow",8.0,November 1968,,Central Highlands,Coire nam Beith,,,,,"(56.949668, -4.608764)"
"Three of us set off from Old Blair in February 1986, in lovely weather conditions with clear blue skies and fresh snow lying on the tracks above 300m.","fresh, snow",8.0,February 1986,,North West Highlands,Beinn Dearg,,,,,"(57.190786, -5.158042)"
"the whole party, numbering at least several scores, set foot on the frozen surface of the Lochan.",frozen,7.0,-,,Southern Highlands,Lochan nan Corp,,,,,"(56.356399, -4.577326)"
"...in spite of the mild winter, the conditions seemed positively Arctic. I do not know what the temperature was, but it must have been well below freezing point.",frozen,6.0,April 1932,,Ben Nevis,Ben Nevis,,,,,"(56.796735, -5.002927)"
